id,name,address,zip,latitude,longitude,star,review_count,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15
UFthIIorkchiGj_5ThZ1Uw,Rainforest Cafe,3717 Las Vegas Blvd S,89109,36.10212164,-115.1721176,2.5,112,Restaurants,American (Traditional),Party & Event Planning,Event Planning & Services,,,,,,,,,,,
YJ8ljUhLsz6CtT_2ORNFmg,Gordon Ramsay Pub & Grill,"Caesars Palace Las Vegas Hotel And Casino, 3570 Las Vegas Boulevard South",89109,36.1177282,-115.1758183,3.5,2111,Pubs,Bars,Restaurants,Gastropubs,Nightlife,,,,,,,,,,
ZGXd87vme_dDVYqr-HpRQQ,Bamboo Bistro,"7537 S Rainbow Blvd, Ste 101-102",89139,36.051627,-115.24387,4,112,Restaurants,Vietnamese,,,,,,,,,,,,,
fQt4D34vcJNtEf8Q4zte3w,TAO Asian Bistro,"The Venetian, 3355 S Las Vegas Blvd",89109,36.12273527,-115.1700286,3.5,1228,Asian Fusion,Bars,Restaurants,Lounges,Nightlife,,,,,,,,,,
UJ3J2vIJOrxQ9q7M06Wm4Q,Mandalay Bay Beach,3950 S Las Vegas Blvd,89119,36.0908025,-115.1727807,3.5,245,Swimming Pools,Beaches,Active Life,,,,,,,,,,,,
xR7t4xCYRYEe1RjpYjBbkw,Tomo Sushi,"2625 E Tropicana Ave, Ste A\/B",89121,36.09910591,-115.1143609,4.5,139,Restaurants,Japanese,Sushi Bars,,,,,,,,,,,,
tXqaK0lBEE1XJbzDPsdFvg,Farmer Boys,5847 S. Decatur Blvd.,89118,36.083996,-115.2085119,3.5,191,Sandwiches,Restaurants,Breakfast & Brunch,Burgers,American (Traditional),,,,,,,,,,
98hNRWW4AC5IzEg4BP3f5Q,Sushi Bar Sage,4408 N Rancho Dr,89130,36.2419491,-115.2340763,3.5,103,Japanese,Restaurants,Sushi Bars,,,,,,,,,,,,
3BEudqL74U8AZIZY4g8YBA,Louis Vuitton Las Vegas CityCenter,"3720 Las Vegas Blvd S, Crystals at CityCenter",89109,36.128561,-115.1711298,4,120,Shopping,Watches,Leather Goods,Jewelry,Fashion,,,,,,,,,,
9IpKGHaPy3hhXo9g5Bt7lg,Metro Pizza,"4001 S Decatur Blvd, Ste 39",89103,36.11844849,-115.2091042,4,239,Restaurants,Event Planning & Services,Pizza,Italian,Caterers,,,,,,,,,,
oaqbLDW3wNqkynlnp4mvlw,Lupo,3950 Las Vegas Blvd S,89119,36.092078,-115.175303,3.5,420,Italian,Restaurants,,,,,,,,,,,,,
DVJkxZkLKS76Khb2y6XA6A,ProteinHouse,"9555 S Eastern Ave, Ste 125",89123,36.01605207,-115.1195172,3.5,316,Salad,Juice Bars & Smoothies,American (Traditional),Health Markets,Food,Restaurants,Specialty Food,Burgers,,,,,,,
5T0h9YCsXiDZyBsVIN9gcg,Viet Bistro,7175 W Lake Mead Blvd,89128,36.1953125,-115.248178,3.5,278,Vietnamese,Restaurants,,,,,,,,,,,,,
Cy8XYYDrZ5wd3Bq-toXMsg,Hachi,3410 S Jones Blvd,89146,36.12769437,-115.22466,4.5,126,Restaurants,Japanese,Tapas\/Small Plates,,,,,,,,,,,,
dqO24yvvHJc5jgHm3LcliA,Novecento Pizzeria,"9640 S Eastern  Ave, Ste 130",89123,36.01758506,-115.1181398,4,187,Restaurants,Pizza,Italian,,,,,,,,,,,,
YRyYbOSwvHkZsZOLv98oQg,Estiatorio Milos,3708 Las Vegas Blvd S,89109,36.109883,-115.173887,4,808,Greek,Restaurants,Seafood,,,,,,,,,,,,
iUg-giEl5nINQoc6yau5yQ,Primarily Prime Rib Restaurant,"South Point Hotel & Casino, 9777 S Las Vegas Blvd",89183,36.0116611,-115.1759932,4,160,Steakhouses,Food,Restaurants,,,,,,,,,,,,
1aj4TG0eFq6NaPBKk6bK7Q,Jacques Cafe,"1910 Village Center Cir, Unit One",89134,36.193176,-115.304092,4,164,Breakfast & Brunch,Restaurants,French,Sandwiches,American (New),Gluten-Free,Vegetarian,,,,,,,,
ZkGDCVKSdf8m76cnnalL-A,Le Village Buffet,3655 Las Vegas Blvd S,89109,36.11293028,-115.1699689,3.5,1864,Restaurants,Sandwiches,Breakfast & Brunch,Buffets,,,,,,,,,,,
GT0K4EdSSxe_LMU6SPr-_A,Sin City Cupcakes,,89109,36.128561,-115.1711298,4.5,114,Bakeries,Food,Event Planning & Services,Desserts,Cupcakes,Caterers,,,,,,,,,
1xO2LvScpcMfl2BNm1aISg,Qua Baths & Spa,3570 Las Vegas Blvd S,89109,36.11708686,-115.1753355,4.5,519,Beauty & Spas,Massage,Day Spas,Hair Salons,,,,,,,,,,,
VkIKXVbSfcbxybbxbEt98w,Team Ford Lincoln,5445 Drexel Rd,89130,36.258877,-115.248095,4,161,Automotive,Car Dealers,,,,,,,,,,,,,
dPbvWt-6YVxtGkeh7f9JpQ,Firehouse Subs,"9555 S. Eastern Ave., Ste 130",89123,36.01614534,-115.1194084,4,106,Delis,Fast Food,Sandwiches,Restaurants,,,,,,,,,,,
drLbXX7aRs7_1QAIVfvM_Q,Boulevard Salon,"8174 Las Vegas Blvd S, Ste 105",89123,36.04119861,-115.1705467,4.5,155,Hair Salons,Beauty & Spas,Makeup Artists,,,,,,,,,,,,
MqYYYNA-ZYvV-1w5qcmMoA,Aureole,3950 S Las Vegas Blvd,89119,36.09256306,-115.1764154,3.5,599,American (Traditional),Restaurants,Seafood,American (New),,,,,,,,,,,
0OdZXIKQypu6vplpxFilsA,Kneaders Bakery & Cafe,7100 W Craig Rd,89129,36.24098258,-115.2494731,3.5,117,Food,Restaurants,Bakeries,Desserts,Sandwiches,,,,,,,,,,
eJPckkV1k7gn0V2awA1pzA,Soho Sushi Bowlrrito,"6040 W Badura Ave, Ste 150",89118,36.06273651,-115.2236786,4.5,101,Mexican,Sushi Bars,Asian Fusion,Fast Food,Restaurants,Poke,Food,American (New),,,,,,,
RkOguMKU13hPglELb6t2Vg,Royal Indian Bistro,3700 W Flamingo Rd,89103,36.118699,-115.186442,3.5,123,Nightlife,Restaurants,Vegan,Vegetarian,Bars,Soup,Indian,,,,,,,,
q3YnYPjLuBGRDi_59yTC5g,Sidestreet Pho and Grill,"8560 W Desert Inn Rd, Ste D1",89117,36.1300289,-115.2777727,4.5,308,Vietnamese,Restaurants,American (Traditional),,,,,,,,,,,,
tIX6o1jkLrrmsJIdGUjA5A,Eco-Tint,"4510 W Diablo Dr, Ste A102",89118,36.09022328,-115.2023643,5,426,Home Window Tinting,Home Services,Home & Garden,Auto Glass Services,Shopping,Auto Customization,Home Decor,Automotive,,,,,,,
qjLlFfu2pnJ9lVYlj-4QVg,The Maple Tree,6000 Spring Mountain Rd,89146,36.1256634,-115.2234519,3.5,202,Gluten-Free,Breakfast & Brunch,American (Traditional),Restaurants,,,,,,,,,,,
biSsdqExmdvIKiFuowOadg,Lucky Foo's Restaurant & Bar,8955 S Eastern Ave,89123,36.02651027,-115.1191954,4,300,American (New),Asian Fusion,Sushi Bars,American (Traditional),Restaurants,,,,,,,,,,
VUtazCTIc0aoOrQprP_s-Q,Toby Keith's I Love This Bar & Grill,3475 S Las Vegas Blvd,89109,36.11899784,-115.1703831,3,498,Bars,Music Venues,Restaurants,Nightlife,American (Traditional),Arts & Entertainment,,,,,,,,,
#NAME?,Mizuya,3950 S Las Vegas Blvd,89109,36.091869,-115.175256,3,106,Sushi Bars,Restaurants,Lounges,Nightlife,Japanese,Bars,,,,,,,,,
iCQpiavjjPzJ5_3gPD5Ebg,Secret Pizza,"The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S",89109,36.10991365,-115.1763159,4,3258,Pizza,Restaurants,,,,,,,,,,,,,
IBKNR0-FL_Y5KzXqA1yS4A,The Perfect Scoop & Boba Tea,"5035 S Fort Apache Rd, Ste 104",89148,36.0977765,-115.2975877,4,235,Desserts,Ice Cream & Frozen Yogurt,Food,Juice Bars & Smoothies,Coffee & Tea,Bubble Tea,,,,,,,,,
Y07qIurPKiUJDnTZWxZN2A,Bistro Buffet,4321 W Flamingo Rd,89103,36.115137,-115.195433,3,407,American (Traditional),Restaurants,Buffets,Italian,,,,,,,,,,,
59YbAeuiz0isJtRNKATTKw,Bacon Bar,3520 N Rancho Dr,89130,36.2234643,-115.2173158,3.5,243,Bars,Sports Bars,Nightlife,Restaurants,Pizza,,,,,,,,,,
dWk0mbhj79pK3WBp5oLtpw,R�_ R�� Irish Pub,3950 S Las Vegas Blvd,89119,36.093647,-115.175383,4,758,Irish,Nightlife,Restaurants,Pubs,Bars,,,,,,,,,,
DnalbBqgX7afqSYgO5R8iQ,California Pizza Kitchen,3400 Las Vegas Blvd S,89109,36.12018261,-115.17473,3,177,Pizza,Restaurants,American (New),,,,,,,,,,,,
HhVmDybpU7L50Kb5A0jXTg,Guy Fieri's Vegas Kitchen & Bar,"The LINQ Las Vegas Resort & Casino, 3535 S Las Vegas Blvd",89109,36.118793,-115.1726,3.5,2067,American (New),Nightlife,Restaurants,Burgers,Breakfast & Brunch,Bars,American (Traditional),Pubs,African,,,,,,
CypO2wWoYxIyGuQ84F4e6Q,Impact Archery,6323 Dean Martin Dr,89118,36.07420731,-115.1816566,4.5,109,Shopping,Active Life,Sporting Goods,Archery,,,,,,,,,,,
pomGBqfbxcqPv14c3XH-ZQ,Leticia's Mexican Cocina,"7585 Norman Rockwell Ln, Bldg 1",89143,36.29887519,-115.2800882,4,821,Restaurants,Mexican,Bars,Nightlife,,,,,,,,,,,
EFPrQuqF0qMit_iCpVa-6A,Durango Animal Hospital,3615 S Durango Dr,89147,36.12416117,-115.2795454,4,155,Pet Services,Pets,Veterinarians,,,,,,,,,,,,
F_YMkzZ1loGzyYuWW4KtaQ,Jimmy's Barbershop,"5651 S Grand Canyon Dr, Ste 105",89148,36.08631832,-115.3072642,5,135,Barbers,Beauty & Spas,,,,,,,,,,,,,
OVTZNSkSfbl3gVB9XQIJfw,Cravings Buffet,3400 Las Vegas Blvd S,89109,36.121237,-115.174105,3,1118,American (Traditional),Restaurants,American (New),Buffets,,,,,,,,,,,
nOkSC1GtMUJ_I70sb0SaeQ,Pizza Natali,580 E Windmill Ln,89123,36.04318062,-115.1502129,4,107,Italian,Chicken Wings,Restaurants,Pizza,,,,,,,,,,,
KfZancuKpDlsLefgh2izSg,Smokin Hot Hair Salon,"2185 E Windmill Ln, Ste 600",89123,36.0415682,-115.1215253,4.5,109,Beauty & Spas,Hair Salons,Nail Salons,,,,,,,,,,,,
vtkJXE_Vdz27rWm6mfAw6Q,Cathay House Restaurant,"5300 Spring Mountain Rd, Ste 107",89146,36.1267101,-115.213915,3,233,Dim Sum,Cantonese,Chinese,Restaurants,Asian Fusion,,,,,,,,,,
1g29d62cEojB-7mX7p8AzQ,Kanji Steak and Sushi,"6125 S Fort Apache Rd, Ste 200",89148,36.0764726,-115.2985769,4.5,102,Steakhouses,Restaurants,Sushi Bars,Tapas\/Small Plates,Japanese,,,,,,,,,,
_0x7W6fizaPP76xNBxBLAQ,Stephano's Greek & Mediterranean Grill,6115 S Fort Apache Rd,89148,36.0771893,-115.2985719,4,118,Restaurants,Greek,Mediterranean,Middle Eastern,Lebanese,,,,,,,,,,
YuiM5VKscO8rS1EX7f19_g,Fleur by Hubert Keller,3950 S Las Vegas Blvd,89119,36.09125341,-115.1768811,4,943,Tapas\/Small Plates,American (New),Restaurants,French,,,,,,,,,,,
U4jgxAolsM7BPgrrKllnVA,Cherry Lash Lounge,"5775 S Rainbow Blvd, Ste 100",89118,36.0835615,-115.2431166,4.5,323,Eyelash Service,Beauty & Spas,,,,,,,,,,,,,
KjV_68oLLSpqR96VnV68tw,Roberto's Taco Shop,"10430 Bermuda Rd, Ste 1",89123,36.000382,-115.1543777,3,100,Mexican,Fast Food,Restaurants,,,,,,,,,,,,
IImZFNzX4cP84rFsyb-9mQ,Noodle Shop,3950 S Las Vegas Blvd,89109,36.09194095,-115.1753788,2,376,Thai,Restaurants,Chinese,Asian Fusion,Szechuan,,,,,,,,,,
lmxA0dJM0XsPCIHPXhEQ-g,Sake Rok,3786 Las Vegas Blvd S,89109,36.10353175,-115.1749145,4,429,Nightlife,Sushi Bars,Bars,Japanese,Asian Fusion,Restaurants,,,,,,,,,
dKdApYVFDSNYsNOso6NYlA,White Castle,3411 S Las Vegas Blvd,89109,36.12081673,-115.172051,3,778,Fast Food,Burgers,Restaurants,Breakfast & Brunch,,,,,,,,,,,
JNyho2P0jSk-0T30T3A0OQ,WaffleS Cafe,"5165 S Fort Apache Rd, Ste 160",89148,36.0944116,-115.2973533,4,142,Restaurants,Breakfast & Brunch,Desserts,Food,,,,,,,,,,,
LN0JGAl8Rr_r_5t_X8Kz6g,Fellini's Ristorante,"Stratosphere Las Vegas Hotel & Casino, 2000 Las Vegas Blvd S",89104,36.14813295,-115.1557732,4,136,Restaurants,Italian,Pizza,Steakhouses,,,,,,,,,,,
iX2c4IzH_L5F6FM5GD3SUQ,Tasty Crepes,4845 S Fort Apache Rd,89147,36.10168999,-115.2981503,5,191,Ice Cream & Frozen Yogurt,Food,Desserts,Creperies,Restaurants,,,,,,,,,,
PXShA3JZMXr2mEH3on5clw,Egg Works,2490 E Sunset Rd,89120,36.072421,-115.11687,4.5,1404,Restaurants,American (Traditional),Breakfast & Brunch,,,,,,,,,,,,
0NmTwqYEQiKErDv4a55obg,Scarpetta,"Cosmopolitan Hotel, 3708 Las Vegas Blvd S",89109,36.10980503,-115.1743555,4,1028,Restaurants,Italian,,,,,,,,,,,,,
3gcERaGF0OquFMr-SeVJ7w,Garrett Popcorn Shops,"Miracle Mile Shops, 3663 Las Vegas Blvd S, Ste 50",89109,36.1107901,-115.1714113,4.5,165,Specialty Food,Popcorn Shops,Food,,,,,,,,,,,,
g3g3dWFoVSYhXQTs4ctGyg,Bond,"The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S",89109,36.10987566,-115.174048,4,229,Nightlife,Lounges,Bars,,,,,,,,,,,,
Uut2Y-n5eMO6qIn7tvEYKA,Mandalay Bay Events Center,3950 Las Vegas Blvd S,89119,36.09208,-115.173106,3.5,144,Stadiums & Arenas,Event Planning & Services,Arts & Entertainment,Venues & Event Spaces,,,,,,,,,,,
8K3CRM4COa0SSBEvli0fJQ,Paymons Mediterranean Cafe & Hookah Lounge,8380 W Sahara Ave,89117,36.1447995,-115.2739605,3.5,387,Greek,Restaurants,Mediterranean,Middle Eastern,,,,,,,,,,,
FCP5hYaTtn6dkpmZ_NTvEw,Makino,"775 S Grand Central Pkwy, Ste 1301",89106,36.16369101,-115.1570606,3.5,213,Buffets,Restaurants,Japanese,,,,,,,,,,,,
pik4ebdFa0UcUhnNkivFcg,Carmine's,3500 S Las Vegas Blvd,89109,36.1184749,-115.1755707,4,526,Food,Seafood,Desserts,Restaurants,Salad,Italian,,,,,,,,,
BLIJ-p5wYuAhw6Pp6mh6mw,Planet Hollywood Las Vegas Resort & Casino,3667 Las Vegas Blvd S,89109,36.1096948,-115.1701624,3,2436,Hotels & Travel,Casinos,Arts & Entertainment,Hotels,Event Planning & Services,,,,,,,,,,
ZPwx7ktiVluGFVg0L05n5A,Rincon De Buenos Aires,5300 Spring Mountain Rd,89146,36.1267101,-115.213915,4.5,201,Argentine,Restaurants,Steakhouses,,,,,,,,,,,,
9NBkIExYYz3w9O5JdzDOMA,Desert Cab,4675 Wynn Rd,89103,36.1050479,-115.19577,2.5,176,Airport Shuttles,Public Transportation,Hotels & Travel,Taxis,Transportation,,,,,,,,,,
PglC8rgguMIlT621p1BLdQ,Yum Cha,4945 W Tropicana Ave,89103,36.09970189,-115.2084732,4,352,Chinese,Dim Sum,Hot Pot,Restaurants,,,,,,,,,,,
fMdfTMXQBioNlfcZsD1gOw,Drift Spa,4381 W Flamingo Rd,89103,36.114339,-115.198757,4,138,Day Spas,Beauty & Spas,Skin Care,Massage,,,,,,,,,,,
eh127ASMZstrELE0K0XADw,Luke's Lobster,3200 S Las Vegas Blvd,89109,36.12661608,-115.1695653,4.5,180,Seafood,Restaurants,,,,,,,,,,,,,
s_S54MoWhQxYCsjKsn_TTg,Pearl Concert Theater At Palms Casino Resort,4321 W Flamingo Rd,89103,36.114539,-115.195684,4,115,Music Venues,Nightlife,Arts & Entertainment,,,,,,,,,,,,
UXFLCGw1yOCajlMONYQM1w,Ports O' Call Buffet,4000 W Flamingo Rd,89103,36.1166353,-115.1929046,3,151,Restaurants,Buffets,Chinese,,,,,,,,,,,,
0QSnurP5Ibor2zepJmEIlw,Tacos La Mexicana,"3555 S Durango Dr, Ste B101",89147,36.124897,-115.2791672,4,115,Mexican,Restaurants,Food Delivery Services,Food,,,,,,,,,,,
E62l6LwZJ7lKaExcUbrtYw,Hikari,4175 S Buffalo Dr,89147,36.1129308,-115.2613745,3.5,471,Japanese,Steakhouses,Sushi Bars,Restaurants,,,,,,,,,,,
HFEkIohUqGIudgqbHiK1uA,The Cracked Egg,"5570 Painted Mirage, #140",89149,36.2624124,-115.2563524,3.5,225,Restaurants,Breakfast & Brunch,,,,,,,,,,,,,
64A4CTvJ2uRQVPkJ5E91ag,Chateau Nightclub & Rooftop,"Paris Las Vegas, 3655 Las Vegas Blvd S",89109,36.11243401,-115.1726017,3,428,Dance Clubs,Cocktail Bars,Bars,Nightlife,Event Planning & Services,Adult Entertainment,Music Venues,Arts & Entertainment,Local Flavor,Venues & Event Spaces,,,,,
NKg7XSXPlU8NGakmCeXGgw,Nevada Residential Services,10300 W Charleston Blvd,89135,36.160642,-115.3205832,5,100,Heating & Air Conditioning\/HVAC,Plumbing,Home Services,Handyman,,,,,,,,,,,
EkuSy_kM8dpGrlb2pTxCBw,Ginseng Korean BBQ II,3765 S Las Vegas Blvd,89109,36.1050193,-115.171768,3,240,Korean,Restaurants,Barbeque,,,,,,,,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,3750 South Las Vegas Blvd,89109,36.10583003,-115.173315,4,711,Burgers,Salad,Restaurants,American (Traditional),Sandwiches,,,,,,,,,,
fL-b760btOaGa85OJ9ut3w,Rollin Smoke Barbeque,3185 S Highland Dr,89109,36.1321763,-115.177067,4.5,1996,Restaurants,Burgers,Soul Food,Barbeque,,,,,,,,,,,
d4z4gjdhQYs-WOVClISf_A,Affordable Tree Service,1955 Mimosa Cir,89123,36.046875,-115.124884,4.5,125,Tree Services,Home Services,Landscaping,,,,,,,,,,,,
EkYbGk9L5KdCfL3ocZ7ETQ,Vegas Discount Nutrition Superstore,"9680 S Eastern Ave, Ste 120",89123,36.0135555,-115.118335,5,313,Vitamins & Supplements,Health Markets,Health & Medical,Specialty Food,Food,Nutritionists,Shopping,,,,,,,,
E67gGK8yOn9kkNzx8FzQKA,Buffalo Wild Wings,"4280 Hualapi, #108",89147,36.1120909,-115.3142768,3,219,Chicken Wings,Bars,Sports Bars,Nightlife,Restaurants,American (Traditional),,,,,,,,,
duw-3Aj7gAKbQG-isS5UtQ,Veranda,"Four Seasons Hotel, 3950 S Las Vegas Blvd",89109,36.09043541,-115.1742227,4,382,Nightlife,Breakfast & Brunch,Food,Bars,Restaurants,Coffee & Tea,Italian,,,,,,,,
o_c82LAuEV5Yr30Xp2NveA,Cicis,"9890 S Maryland Pkwy, Ste 25  &  26",89183,36.01014776,-115.1363325,3.5,101,American (Traditional),Pizza,Restaurants,,,,,,,,,,,,
XWxYHSld0T2TfANwt1KmqA,Cafe Americano,3570 S Las Vegas Blvd,89109,36.1162194,-115.1745719,3.5,134,Latin American,Diners,American (New),Breakfast & Brunch,Restaurants,,,,,,,,,,
GMBvBDKgOT51xDTpGVphBw,Bombay Indian Cuisine,"3049 Las Vegas Blvd, Ste 15 S",89109,36.1314849,-115.1644624,3,107,Indian,Restaurants,,,,,,,,,,,,,
Z6PHrbbjuUyaRqc5cauWNg,Fletcher Jones Imports,7300 W Sahara Ave,89117,36.1448873,-115.2530326,4,157,Car Dealers,Automotive,,,,,,,,,,,,,
g-NKvwy8iLePEQHsoUb17g,Penn & Teller,"Rio All-Suite Hotel & Casino, 3700 W Flamingo Road",89109,36.1153362,-115.1869771,4,554,Arts & Entertainment,Magicians,Performing Arts,Event Planning & Services,,,,,,,,,,,
V_TxEdzeEs8P5nGPANOY7A,High Roller Pizzeria,"8174 S Las Vegas Blvd, Ste 101",89123,36.0406419,-115.1706429,3.5,132,Restaurants,Nightlife,Bars,Cafes,Cocktail Bars,Gay Bars,Pizza,,,,,,,,
d_L-rfS1vT3JMzgCUGtiow,Border Grill,3950 S Las Vegas Blvd,89119,36.08994986,-115.1758142,4,1247,Tapas\/Small Plates,Breakfast & Brunch,Mexican,Restaurants,,,,,,,,,,,
UVVjnJ67fm9EbNPFK5ZgRQ,Dispensary Lounge,2451 E Tropicana Ave,89121,36.09971757,-115.1177509,4,113,Food,Lounges,Nightlife,Beer,Wine & Spirits,Bars,Jazz & Blues,Dive Bars,Arts & Entertainment,,,,,,
LnnO7quTjjdTUkCshSJnkA,Buffalo Exchange,"4110 S Maryland Pkwy, Ste 1",89119,36.1139123,-115.1369385,3,135,Women's Clothing,Shopping,Men's Clothing,Used,Vintage & Consignment,Fashion,,,,,,,,,
UidEFF1WpnU4duev4fjPlQ,Therapy,518 E Fremont St,89101,36.16890177,-115.1398724,4.5,641,Beer,Wine & Spirits,Nightlife,Restaurants,Bars,Food,American (Traditional),Tapas\/Small Plates,Gastropubs,American (New),,,,,
VUOMSsBfoBxx_PP81INt8g,Pin Up,2000 Las Vegas Blvd,89104,36.147371,-115.155365,3.5,118,Nightlife,Arts & Entertainment,Music Venues,,,,,,,,,,,,
lQ9VmIWvM6v-rONPkYX8aQ,Alex,"Wynn Las Vegas, 3131 Las Vegas Blvd S",89109,36.1268768,-115.1658732,4.5,127,Restaurants,French,American (New),,,,,,,,,,,,
pmoIMK8zGWvKsVOPDBYfzg,Andre's,"Monte Carlo Resort & Casino, 3770 Las Vegas Blvd S",89109,36.1046129,-115.1745272,4.5,311,Restaurants,French,American (Traditional),,,,,,,,,,,,
X1Y2II3AYdoxa70nTTfUPQ,Fresh Grill & Bar,"3663 S Las Vegas Blvd, Ste 420",89109,36.11001863,-115.1688167,3.5,171,Restaurants,American (Traditional),Event Planning & Services,American (New),Burgers,Caterers,Sandwiches,,,,,,,,
yEyA7uILKG97qnyx3K2WAg,Center Cut Steakhouse,"Flamingo Las Vegas Hotel & Casino, 3555 Las Vegas Boulevard South",89109,36.11643684,-115.1721598,3,157,Steakhouses,Restaurants,,,,,,,,,,,,,
5Yc1owD5Unq7Ko8H-ZAdYg,Zombie Burlesque,"3663 S Las Vegas Blvd, Ste 360C",89109,36.11084619,-115.1704086,4.5,314,Performing Arts,Arts & Entertainment,,,,,,,,,,,,,
f8IMQgRwo-8GP372MElDGQ,Plaza Hotel & Casino,1 Main St,89101,36.171918,-115.146634,2.5,737,Arts & Entertainment,Hotels,Hotels & Travel,Casinos,Event Planning & Services,,,,,,,,,,
X075p7boJU1j1JNHUj5UQQ,Claim Jumper,129 Fremont St,89101,36.16965737,-115.145547,3.5,137,Food,Restaurants,Burgers,American (Traditional),Sandwiches,,,,,,,,,,
slx9qstc2U2Tc4s7dzbbBg,Basil 'n Lime,"3665 Ft. Apache Rd, Ste 100",89147,36.1231309,-115.2980291,3.5,157,Restaurants,Thai,,,,,,,,,,,,,
c61LbN1s5qF-k52ReVbQjQ,Denny's,3771 S Las Vegas Blvd,89109,36.10407322,-115.1725152,2.5,143,American (Traditional),Diners,Restaurants,Breakfast & Brunch,,,,,,,,,,,
zhqurYCKYSCZmIEtus1Mzw,Prestige Chrysler Jeep Dodge,6520 Centennial Center Dr,89149,36.2769046,-115.2718206,3.5,250,Automotive,Auto Repair,Car Dealers,,,,,,,,,,,,
p8HvhJZ-_EHhmUVmZN15gg,Cafe Zupas,9460 S Eastern Ave,89123,36.01760744,-115.11839,4,315,Soup,American (New),Salad,Sandwiches,Cafes,Restaurants,,,,,,,,,
2Xc6cpbFM6bqKkgz6bV9kQ,Rock n Roll Sushi,"Key Center, 3049 S Las Vegas Blvd, Ste 20",89109,36.1317781,-115.1650191,3,100,Ethnic Food,Specialty Food,Imported Food,Food,Restaurants,Sushi Bars,Japanese,,,,,,,,
EGzbYCNiLoBuRvJmzqrKxQ,Just Like Home Doggie Hotel And Grooming,4872 W Lake Mead Blvd,89108,36.1957763,-115.2069347,4.5,138,Pet Groomers,Pet Boarding\/Pet Sitting,Pet Services,Pets,Pet Training,,,,,,,,,,
TspQ9jCczz436RiJHJQYZw,Fresh Kabob,"1405 E Sunset Rd, Ste 130",89119,36.07146268,-115.1341723,4,172,Restaurants,Mediterranean,,,,,,,,,,,,,
qABb9Wzdn51VcNHdp_Qhpg,Tintoretto Restaurant and Bakery,3355 Las Vegas Blvd S,89109,36.12211374,-115.1706239,3,177,Bakeries,Restaurants,Gelato,Food,Bagels,Italian,,,,,,,,,
2aoKv8DjAeVBjTT9O9sx5g,Marriott's Grand Chateau,75 East Harmon Avenue,89109,36.1074366,-115.1693718,4,339,Event Planning & Services,Hotels & Travel,Hotels,,,,,,,,,,,,
OAbwqq66Sc2JYkO6b6rEDw,Sun's Thai Food & Jerky,4941 W Craig Rd,89130,36.23800926,-115.2102986,4,184,Thai,Restaurants,Food,,,,,,,,,,,,
d8WZtx4dZUvT9Sg9NXGb3Q,Super Smog One,1465 E Windmill Ln,89123,36.04201192,-115.1321231,5,222,Smog Check Stations,Car Wash,Automotive,,,,,,,,,,,,
uh7DUWtPoZkuEE05fghJ_w,Beauty & Essex,3708 S Las Vegas Blvd,89109,36.1099345,-115.1754157,4,247,Bars,Lounges,Nightlife,American (New),Restaurants,Tapas Bars,,,,,,,,,
nu1GQ_Q43JqzrWMZE_dE1Q,Searsucker,3570 Las Vegas Blvd S,89109,36.1171675,-115.177901,4,263,Comfort Food,American (New),Restaurants,Nightlife,Bars,,,,,,,,,,
ZhMTztc2PsoXb2jZZdQZfg,Push IV Hydration,"4305 Dean Martin Dr, Ste 145",89103,36.11091507,-115.18155,5,104,Naturopathic\/Holistic,IV Hydration,Health & Medical,Medical Supplies,Shopping,Doctors,Massage,Medical Centers,Medical Spas,Beauty & Spas,,,,,
pooAgpZJn79L7JTgcK-o-Q,LJ's Filipino Restaurant & Pub,"8810 S Maryland Pkwy, Ste 120",89123,36.02871328,-115.1357471,3.5,122,Restaurants,Filipino,Vietnamese,Asian Fusion,,,,,,,,,,,
LR0qF0FEVsCOhYWUOiH26A,The Buffet at ARIA,3743 Las Vegas Blvd S,89109,36.107406,-115.17698,3,1651,Buffets,Restaurants,,,,,,,,,,,,,
0G1y7uV7w1D2uziS4Lt_Dw,Chapalas Mexican Restaurants,3331 E Tropicana Ave,89121,36.099641,-115.1039,3.5,124,Restaurants,Mexican,,,,,,,,,,,,,
gjzQoi1AkRxYRl8-dFGGPQ,Costco,6555 N Decatur Blvd,89131,36.27893374,-115.2099644,4,119,Photography Stores & Services,Wholesale Stores,Eyewear & Opticians,Shopping,,,,,,,,,,,
PtwW1Hwme8Y0wy54zNr8Xw,Egg Works,2025 Village Center Dr,89134,36.19105968,-115.3042849,4.5,418,American (Traditional),Restaurants,Breakfast & Brunch,American (New),,,,,,,,,,,
V6rzs-QgnuW1CdOn-23nNw,Southern Style Eatery,"450 S Buffalo Dr, Ste 114-115",89145,36.1669918,-115.2592261,4,127,Seafood,Burgers,Southern,Restaurants,Barbeque,,,,,,,,,,
698nukvxe7mq2Fra5vDikQ,Rise & Shine a Steak & Egg Place,9827 W Flamingo Rd,89147,36.1142829,-115.3064409,4,452,American (New),Breakfast & Brunch,Food,Restaurants,Bagels,Sandwiches,,,,,,,,,
